knot,p,q,Ord(K)+1 is multiplicative?,answer to Question 1.4
K10a3,2,17,False,True
K10a3,2,19,False,True
K10a4,2,11,True,True
K10a4,2,13,True,True
K10a4,2,15,True,True
K10a4,2,17,True,True
K10a4,2,19,True,True
K10a5,2,7,True,True
K10a5,2,9,True,True
K10a5,2,11,True,True
K10a5,2,13,True,True
K10a5,2,15,True,True
K10a6,2,11,False,True
K10a6,2,13,False,True
K10a6,2,15,False,True
K10a6,2,17,False,True
K10a6,2,19,False,True
K10a7,2,11,False,True
K10a7,2,13,False,True
K10a7,2,15,False,True
K10a7,2,17,False,True
K10a7,2,19,False,True
K10a8,2,11,True,True
K10a8,2,13,True,True
K10a8,2,15,True,True
K10a8,2,17,True,True
K10a8,2,19,True,True
K10a9,2,7,True,True
K10a9,2,9,True,True
K10a9,2,11,True,True
K10a9,2,13,True,True
K10a9,2,15,True,True
K10a10,2,11,False,True
K10a10,2,13,False,True
K10a10,2,15,False,True
K10a10,2,17,False,True
K10a10,2,19,False,True
K10a11,2,11,False,True
K10a11,2,13,False,True
K10a11,2,15,False,True
K10a11,2,17,False,True
K10a11,2,19,False,True
K10a12,2,7,True,True
K10a12,2,9,True,True
K10a12,2,11,True,True
K10a12,2,13,True,True
K10a12,2,15,True,True
K10a13,2,11,True,True
K10a13,2,13,True,True
K10a13,2,15,True,True
K10a13,2,17,True,True
K10a13,2,19,True,True
K10a14,2,7,True,True
K10a14,2,9,True,True
K10a14,2,11,True,True
K10a14,2,13,True,True
K10a14,2,15,True,True
K10a15,2,15,True,True
K10a15,2,17,True,True
K10a15,2,19,True,True
K10a15,2,21,True,True
K10a15,2,23,True,True
K10a16,2,11,False,True
K10a16,2,13,False,True
K10a16,2,15,False,True
K10a16,2,17,False,True
K10a16,2,19,False,True
K10a17,2,11,True,True
K10a17,2,13,True,True
K10a17,2,15,True,True
K10a17,2,17,True,True
K10a17,2,19,True,True
K10a18,2,11,False,True
K10a18,2,13,False,True
K10a18,2,15,False,True
K10a18,2,17,False,True
K10a18,2,19,False,True
K10a19,2,7,False,True
K10a19,2,9,False,True
K10a19,2,11,False,True
K10a19,2,13,False,True
K10a19,2,15,False,True
K10a20,2,7,False,True
K10a20,2,9,False,True
K10a20,2,11,False,True
K10a20,2,13,False,True
K10a20,2,15,False,True
K10a21,2,11,False,True
K10a21,2,13,False,True
K10a21,2,15,False,True
K10a21,2,17,False,True
K10a21,2,19,False,True
K10a22,2,11,False,True
K10a22,2,13,False,True
K10a22,2,15,False,True
K10a22,2,17,False,True
K10a22,2,19,False,True
K10a23,2,7,False,True
K10a23,2,9,False,True
K10a23,2,11,False,True
K10a23,2,13,False,True
K10a23,2,15,False,True
K10a24,2,11,False,True
K10a24,2,13,False,True
K10a24,2,15,False,True
K10a24,2,17,False,True
K10a24,2,19,False,True
K10a25,2,11,False,True
K10a25,2,13,False,True
K10a25,2,15,False,True
K10a25,2,17,False,True
K10a25,2,19,False,True
K10a26,2,11,True,True
K10a26,2,13,True,True
K10a26,2,15,True,True
K10a26,2,17,True,True
K10a26,2,19,True,True
K10a27,2,11,False,True
K10a27,2,13,False,True
K10a27,2,15,False,True
K10a27,2,17,False,True
K10a27,2,19,False,True
K10a28,2,11,True,True
K10a28,2,13,True,True
K10a28,2,15,True,True
K10a28,2,17,True,True
K10a28,2,19,True,True
K10a29,2,7,True,True
K10a29,2,9,True,True
K10a29,2,11,True,True
K10a29,2,13,True,True
K10a29,2,15,True,True
K10a30,2,11,False,True
K10a30,2,13,False,True
K10a30,2,15,False,True
K10a30,2,17,False,True
K10a30,2,19,False,True
K10a31,2,11,False,True
K10a31,2,13,False,True
K10a31,2,15,False,True
K10a31,2,17,False,True
K10a31,2,19,False,True
K10a32,2,11,True,True
K10a32,2,13,True,True
K10a32,2,15,True,True
K10a32,2,17,True,True
K10a32,2,19,True,True
K10a33,2,11,True,True
K10a33,2,13,True,True
K10a33,2,15,True,True
K10a33,2,17,True,True
K10a33,2,19,True,True
K10a34,2,7,True,True
K10a34,2,9,True,True
K10a34,2,11,True,True
K10a34,2,13,True,True
K10a34,2,15,True,True
K10a35,2,11,True,True
K10a35,2,13,True,True
K10a35,2,15,True,True
K10a35,2,17,True,True
K10a35,2,19,True,True
K10a36,2,11,True,True
K10a36,2,13,True,True
K10a36,2,15,True,True
K10a36,2,17,True,True
K10a36,2,19,True,True
K10a37,2,7,True,True
K10a37,2,9,True,True
K10a37,2,11,True,True
K10a37,2,13,True,True
K10a37,2,15,True,True
K10a38,2,11,False,True
K10a38,2,13,False,True
K10a38,2,15,False,True
K10a38,2,17,False,True
K10a38,2,19,False,True
K10a39,2,11,False,True
K10a39,2,13,False,True
K10a39,2,15,False,True
K10a39,2,17,False,True
K10a39,2,19,False,True
K10a40,2,11,True,True
K10a40,2,13,True,True
K10a40,2,15,True,True
K10a40,2,17,True,True
K10a40,2,19,True,True
K10a41,2,15,True,True
K10a41,2,17,True,True
K10a41,2,19,True,True
K10a41,2,21,True,True
K10a41,2,23,True,True
K10a42,2,11,False,True
K10a42,2,13,False,True
K10a42,2,15,False,True
K10a42,2,17,False,True
K10a42,2,19,False,True
K10a43,2,11,False,True
K10a43,2,13,False,True
K10a43,2,15,False,True
K10a43,2,17,False,True
K10a43,2,19,False,True
K10a44,2,7,False,True
K10a44,2,9,False,True
K10a44,2,11,False,True
K10a44,2,13,False,True
K10a44,2,15,False,True
K10a45,2,7,True,True
K10a45,2,9,True,True
K10a45,2,11,True,True
K10a45,2,13,True,True
K10a45,2,15,True,True
K10a46,2,11,True,True
K10a46,2,13,True,True
K10a46,2,15,True,True
K10a46,2,17,True,True
K10a46,2,19,True,True
K10a47,2,11,False,True
K10a47,2,13,False,True
K10a47,2,15,False,True
K10a47,2,17,False,True
K10a47,2,19,False,True
K10a48,2,11,False,True
K10a48,2,13,False,True
K10a48,2,15,False,True
K10a48,2,17,False,True
K10a48,2,19,False,True
K10a49,2,7,False,True
K10a49,2,9,False,True
K10a49,2,11,False,True
K10a49,2,13,False,True
K10a49,2,15,False,True
K10a50,2,11,True,True
K10a50,2,13,True,True
K10a50,2,15,True,True
K10a50,2,17,True,True
K10a50,2,19,True,True
K10a51,2,7,True,True
K10a51,2,9,True,True
K10a51,2,11,True,True
K10a51,2,13,True,True
K10a51,2,15,True,True
K10a52,2,11,False,True
K10a52,2,13,False,True
K10a52,2,15,False,True
K10a52,2,17,False,True
K10a52,2,19,False,True
K10a53,2,11,True,True
K10a53,2,13,True,True
K10a53,2,15,True,True
K10a53,2,17,True,True
K10a53,2,19,True,True
K10a54,2,7,False,True
K10a54,2,9,False,True
K10a54,2,11,False,True
K10a54,2,13,False,True
K10a54,2,15,False,True
K10a55,2,11,False,True
K10a55,2,13,False,True
K10a55,2,15,False,True
K10a55,2,17,False,True
K10a55,2,19,False,True
K10a56,2,15,True,True
K10a56,2,17,True,True
K10a56,2,19,True,True
K10a56,2,21,True,True
K10a56,2,23,True,True
K10a57,2,11,False,True
K10a57,2,13,False,True
K10a57,2,15,False,True
K10a57,2,17,False,True
K10a57,2,19,False,True
K10a58,2,11,False,True
K10a58,2,13,False,True
K10a58,2,15,False,True
K10a58,2,17,False,True
K10a58,2,19,False,True
K10a59,2,15,True,True
K10a59,2,17,True,True
K10a59,2,19,True,True
K10a59,2,21,True,True
K10a59,2,23,True,True
K10a60,2,11,True,True
K10a60,2,13,True,True
K10a60,2,15,True,True
K10a60,2,17,True,True
K10a60,2,19,True,True
K10a61,2,11,True,True
K10a61,2,13,True,True
K10a61,2,15,True,True
K10a61,2,17,True,True
K10a61,2,19,True,True
K10a62,2,7,True,True
K10a62,2,9,True,True
K10a62,2,11,True,True
K10a62,2,13,True,True
K10a62,2,15,True,True
K10a63,2,7,True,True
K10a63,2,9,True,True
K10a63,2,11,True,True
K10a63,2,13,True,True
K10a63,2,15,True,True
K10a64,2,7,False,True
K10a64,2,9,False,True
K10a64,2,11,False,True
K10a64,2,13,False,True
K10a64,2,15,False,True
K10a65,2,7,True,True
K10a65,2,9,True,True
K10a65,2,11,True,True
K10a65,2,13,True,True
K10a65,2,15,True,True
K10a66,2,11,False,True
K10a66,2,13,False,True
K10a66,2,15,False,True
K10a66,2,17,False,True
K10a66,2,19,False,True
K10a67,2,7,False,True
K10a67,2,9,False,True
K10a67,2,11,False,True
K10a67,2,13,False,True
K10a67,2,15,False,True
K10a68,2,11,False,True
K10a68,2,13,False,True
K10a68,2,15,False,True
K10a68,2,17,False,True
K10a68,2,19,False,True
K10a69,2,7,False,True
K10a69,2,9,False,True
K10a69,2,11,False,True
K10a69,2,13,False,True
K10a69,2,15,False,True
K10a70,2,11,True,True
K10a70,2,13,True,True
K10a70,2,15,True,True
K10a70,2,17,True,True
K10a70,2,19,True,True
K10a71,2,7,True,True
K10a71,2,9,True,True
K10a71,2,11,True,True
K10a71,2,13,True,True
K10a71,2,15,True,True
K10a72,2,11,True,True
K10a72,2,13,True,True
K10a72,2,15,True,True
K10a72,2,17,True,True
K10a72,2,19,True,True
K10a73,2,11,True,True
K10a73,2,13,True,True
K10a73,2,15,True,True
K10a73,2,17,True,True
K10a73,2,19,True,True
K10a74,2,7,True,True
K10a74,2,9,True,True
K10a74,2,11,True,True
K10a74,2,13,True,True
K10a74,2,15,True,True
K10a75,2,3,False,True
K10a75,2,5,False,True
K10a75,2,7,False,True
K10a75,2,9,False,True
K10a75,2,11,False,True
K10a76,2,15,False,True
K10a76,2,17,False,True
K10a76,2,19,False,True
K10a76,2,21,False,True
K10a76,2,23,False,True
K10a77,2,11,False,True
K10a77,2,13,False,True
K10a77,2,15,False,True
K10a77,2,17,False,True
K10a77,2,19,False,True
K10a78,2,15,False,True
K10a78,2,17,False,True
K10a78,2,19,False,True
K10a78,2,21,False,True
K10a78,2,23,False,True
K10a79,2,15,False,True
K10a79,2,17,False,True
K10a79,2,19,False,True
K10a79,2,21,False,True
K10a79,2,23,False,True
K10a80,2,11,True,True
K10a80,2,13,True,True
K10a80,2,15,True,True
K10a80,2,17,True,True
K10a80,2,19,True,True
K10a81,2,15,True,True
K10a81,2,17,True,True
K10a81,2,19,True,True
K10a81,2,21,True,True
K10a81,2,23,True,True
K10a82,2,11,True,True
K10a82,2,13,True,True
K10a82,2,15,True,True
K10a82,2,17,True,True
K10a82,2,19,True,True
K10a83,2,15,True,True
K10a83,2,17,True,True
K10a83,2,19,True,True
K10a83,2,21,True,True
K10a83,2,23,True,True
K10a84,2,11,False,True
K10a84,2,13,False,True
K10a84,2,15,False,True
K10a84,2,17,False,True
K10a84,2,19,False,True
K10a85,2,11,False,True
K10a85,2,13,False,True
K10a85,2,15,False,True
K10a85,2,17,False,True
K10a85,2,19,False,True
K10a86,2,15,True,True
K10a86,2,17,True,True
K10a86,2,19,True,True
K10a86,2,21,True,True
K10a86,2,23,True,True
K10a87,2,11,False,True
K10a87,2,13,False,True
K10a87,2,15,False,True
K10a87,2,17,False,True
K10a87,2,19,False,True
K10a88,2,15,False,True
K10a88,2,17,False,True
K10a88,2,19,False,True
K10a88,2,21,False,True
K10a88,2,23,False,True
K10a89,2,11,False,True
K10a89,2,13,False,True
K10a89,2,15,False,True
K10a89,2,17,False,True
K10a89,2,19,False,True
K10a90,2,11,True,True
K10a90,2,13,True,True
K10a90,2,15,True,True
K10a90,2,17,True,True
K10a90,2,19,True,True
K10a91,2,15,True,True
K10a91,2,17,True,True
K10a91,2,19,True,True
K10a91,2,21,True,True
K10a91,2,23,True,True
K10a92,2,11,False,True
K10a92,2,13,False,True
K10a92,2,15,False,True
K10a92,2,17,False,True
K10a92,2,19,False,True
K10a93,2,15,False,True
K10a93,2,17,False,True
K10a93,2,19,False,True
K10a93,2,21,False,True
K10a93,2,23,False,True
K10a94,2,11,False,True
K10a94,2,13,False,True
K10a94,2,15,False,True
K10a94,2,17,False,True
K10a94,2,19,False,True
K10a95,2,15,True,True
K10a95,2,17,True,True
K10a95,2,19,True,True
K10a95,2,21,True,True
K10a95,2,23,True,True
K10a96,2,11,True,True
K10a96,2,13,True,True
K10a96,2,15,True,True
K10a96,2,17,True,True
K10a96,2,19,True,True
K10a97,2,11,False,True
K10a97,2,13,False,True
K10a97,2,15,False,True
K10a97,2,17,False,True
K10a97,2,19,False,True
K10a98,2,11,True,True
K10a98,2,13,True,True
K10a98,2,15,True,True
K10a98,2,17,True,True
K10a98,2,19,True,True
K10a99,2,11,False,True
K10a99,2,13,False,True
K10a99,2,15,False,True
K10a99,2,17,False,True
K10a99,2,19,False,True
K10a100,2,11,True,True
K10a100,2,13,True,True
K10a100,2,15,True,True
K10a100,2,17,True,True
K10a100,2,19,True,True
K10a101,2,11,False,True
K10a101,2,13,False,True
K10a101,2,15,False,True
K10a101,2,17,False,True
K10a101,2,19,False,True
K10a102,2,7,True,True
K10a102,2,9,True,True
K10a102,2,11,True,True
K10a102,2,13,True,True
K10a102,2,15,True,True
K10a103,2,15,False,True
K10a103,2,17,False,True
K10a103,2,19,False,True
K10a103,2,21,False,True
K10a103,2,23,False,True
K10a104,2,15,True,True
K10a104,2,17,True,True
K10a104,2,19,True,True
K10a104,2,21,True,True
K10a104,2,23,True,True
K10a105,2,11,False,True
K10a105,2,13,False,True
K10a105,2,15,False,True
K10a105,2,17,False,True
K10a105,2,19,False,True
K10a106,2,15,False,True
K10a106,2,17,False,True
K10a106,2,19,False,True
K10a106,2,21,False,True
K10a106,2,23,False,True
K10a107,2,15,False,True
K10a107,2,17,False,True
K10a107,2,19,False,True
K10a107,2,21,False,True
K10a107,2,23,False,True
K10a108,2,11,True,True
K10a108,2,13,True,True
K10a108,2,15,True,True
K10a108,2,17,True,True
K10a108,2,19,True,True
K10a109,2,7,False,True
K10a109,2,9,False,True
K10a109,2,11,False,True
K10a109,2,13,False,True
K10a109,2,15,False,True
K10a110,2,15,True,True
K10a110,2,17,True,True
K10a110,2,19,True,True
K10a110,2,21,True,True
K10a110,2,23,True,True
K10a111,2,11,False,True
K10a111,2,13,False,True
K10a111,2,15,False,True
K10a111,2,17,False,True
K10a111,2,19,False,True
K10a112,2,11,False,True
K10a112,2,13,False,True
K10a112,2,15,False,True
K10a112,2,17,False,True
K10a112,2,19,False,True
K10a113,2,7,False,True
K10a113,2,9,False,True
K10a113,2,11,False,True
K10a113,2,13,False,True
K10a113,2,15,False,True
K10a114,2,11,True,True
K10a114,2,13,True,True
K10a114,2,15,True,True
K10a114,2,17,True,True
K10a114,2,19,True,True
K10a115,2,7,True,True
K10a115,2,9,True,True
K10a115,2,11,True,True
K10a115,2,13,True,True
K10a115,2,15,True,True
K10a116,2,7,True,True
K10a116,2,9,True,True
K10a116,2,11,True,True
K10a116,2,13,True,True
K10a116,2,15,True,True
K10a117,2,3,False,True
K10a117,2,5,False,True
K10a117,2,7,False,True
K10a117,2,9,False,True
K10a117,2,11,False,True
K10a118,2,15,False,True
K10a118,2,17,False,True
K10a118,2,19,False,True
K10a118,2,21,False,True
K10a118,2,23,False,True
K10a119,2,11,True,True
K10a119,2,13,True,True
K10a119,2,15,True,True
K10a119,2,17,True,True
K10a119,2,19,True,True
K10a120,2,15,False,True
K10a120,2,17,False,True
K10a120,2,19,False,True
K10a120,2,21,False,True
K10a120,2,23,False,True
K10a121,2,15,False,True
K10a121,2,17,False,True
K10a121,2,19,False,True
K10a121,2,21,False,True
K10a121,2,23,False,True
K10a122,2,15,True,True
K10a122,2,17,True,True
K10a122,2,19,True,True
K10a122,2,21,True,True
K10a122,2,23,True,True
K10a123,2,11,True,True
K10a123,2,13,True,True
K10a123,2,15,True,True
K10a123,2,17,True,True
K10a123,2,19,True,True
K10n1,2,11,True,True
K10n1,2,13,True,True
K10n1,2,15,True,True
K10n1,2,17,True,True
K10n1,2,19,True,True
K10n2,2,7,False,True
K10n2,2,9,False,True
K10n2,2,11,False,True
K10n2,2,13,False,True
K10n2,2,15,False,True
K10n3,2,7,False,True
K10n3,2,9,False,True
K10n3,2,11,False,True
K10n3,2,13,False,True
K10n3,2,15,False,True
K10n4,2,7,True,True
K10n4,2,9,True,True
K10n4,2,11,True,True
K10n4,2,13,True,True
K10n4,2,15,True,True
K10n5,2,7,False,True
K10n5,2,9,False,True
K10n5,2,11,False,True
K10n5,2,13,False,True
K10n5,2,15,False,True
K10n6,2,11,True,True
K10n6,2,13,True,True
K10n6,2,15,True,True
K10n6,2,17,True,True
K10n6,2,19,True,True
K10n7,2,11,True,True
K10n7,2,13,True,True
K10n7,2,15,True,True
K10n7,2,17,True,True
K10n7,2,19,True,True
K10n8,2,11,False,True
K10n8,2,13,False,True
K10n8,2,15,False,True
K10n8,2,17,False,True
K10n8,2,19,False,True
K10n9,2,11,True,True
K10n9,2,13,True,True
K10n9,2,15,True,True
K10n9,2,17,True,True
K10n9,2,19,True,True
K10n10,2,11,False,True
K10n10,2,13,False,True
K10n10,2,15,False,True
K10n10,2,17,False,True
K10n10,2,19,False,True
K10n11,2,11,True,True
K10n11,2,13,True,True
K10n11,2,15,True,True
K10n11,2,17,True,True
K10n11,2,19,True,True
K10n12,2,11,False,True
K10n12,2,13,False,True
K10n12,2,15,False,True
K10n12,2,17,False,True
K10n12,2,19,False,True
K10n13,2,7,False,True
K10n13,2,9,False,True
K10n13,2,11,False,True
K10n13,2,13,False,True
K10n13,2,15,False,True
K10n14,2,7,True,True
K10n14,2,9,True,True
K10n14,2,11,True,True
K10n14,2,13,True,True
K10n14,2,15,True,True
K10n15,2,11,False,True
K10n15,2,13,False,True
K10n15,2,15,False,True
K10n15,2,17,False,True
K10n15,2,19,False,True
K10n16,2,11,True,True
K10n16,2,13,True,True
K10n16,2,15,True,True
K10n16,2,17,True,True
K10n16,2,19,True,True
K10n17,2,11,False,True
K10n17,2,13,False,True
K10n17,2,15,False,True
K10n17,2,17,False,True
K10n17,2,19,False,True
K10n18,2,7,False,True
K10n18,2,9,False,True
K10n18,2,11,False,True
K10n18,2,13,False,True
K10n18,2,15,False,True
K10n19,2,7,True,True
K10n19,2,9,True,True
K10n19,2,11,True,True
K10n19,2,13,True,True
K10n19,2,15,True,True
K10n20,2,7,False,True
K10n20,2,9,False,True
K10n20,2,11,False,True
K10n20,2,13,False,True
K10n20,2,15,False,True
K10n22,2,11,True,True
K10n22,2,13,True,True
K10n22,2,15,True,True
K10n22,2,17,True,True
K10n22,2,19,True,True
K10n23,2,7,False,True
K10n23,2,9,False,True
K10n23,2,11,False,True
K10n23,2,13,False,True
K10n23,2,15,False,True
K10n24,2,7,True,True
K10n24,2,9,True,True
K10n24,2,11,True,True
K10n24,2,13,True,True
K10n24,2,15,True,True
K10n25,2,11,False,True
K10n25,2,13,False,True
K10n25,2,15,False,True
K10n25,2,17,False,True
K10n25,2,19,False,True
K10n26,2,11,False,True
K10n26,2,13,False,True
K10n26,2,15,False,True
K10n26,2,17,False,True
K10n26,2,19,False,True
K10n27,2,15,True,True
K10n27,2,17,True,True
K10n27,2,19,True,True
K10n27,2,21,True,True
K10n27,2,23,True,True
K10n28,2,7,True,True
K10n28,2,9,True,True
K10n28,2,11,True,True
K10n28,2,13,True,True
K10n28,2,15,True,True
K10n29,2,7,False,True
K10n29,2,9,False,True
K10n29,2,11,False,True
K10n29,2,13,False,True
K10n29,2,15,False,True
K10n30,2,11,True,True
K10n30,2,13,True,True
K10n30,2,15,True,True
K10n30,2,17,True,True
K10n30,2,19,True,True
K10n31,2,11,True,True
K10n31,2,13,True,True
K10n31,2,15,True,True
K10n31,2,17,True,True
K10n31,2,19,True,True
K10n32,2,11,False,True
K10n32,2,13,False,True
K10n32,2,15,False,True
K10n32,2,17,False,True
K10n32,2,19,False,True
K10n33,2,11,True,True
K10n33,2,13,True,True
K10n33,2,15,True,True
K10n33,2,17,True,True
K10n33,2,19,True,True
K10n34,2,11,True,True
K10n34,2,13,True,True
K10n34,2,15,True,True
K10n34,2,17,True,True
K10n34,2,19,True,True
K10n35,2,11,True,True
K10n35,2,13,True,True
K10n35,2,15,True,True
K10n35,2,17,True,True
K10n35,2,19,True,True
K10n36,2,15,True,True
K10n36,2,17,True,True
K10n36,2,19,True,True
K10n36,2,21,True,True
K10n36,2,23,True,True
K10n37,2,7,False,True
K10n37,2,9,False,True
K10n37,2,11,False,True
K10n37,2,13,False,True
K10n37,2,15,False,True
K10n38,2,7,False,True
K10n38,2,9,False,True
K10n38,2,11,False,True
K10n38,2,13,False,True
K10n38,2,15,False,True
K10n39,2,11,False,True
K10n39,2,13,False,True
K10n39,2,15,False,True
K10n39,2,17,False,True
K10n39,2,19,False,True
K10n40,2,7,False,True
K10n40,2,9,False,True
K10n40,2,11,False,True
K10n40,2,13,False,True
K10n40,2,15,False,True
K10n41,2,11,False,True
K10n41,2,13,False,True
K10n41,2,15,False,True
K10n41,2,17,False,True
K10n41,2,19,False,True
K10n42,2,11,True,True
K10n42,2,13,True,True
K10n42,2,15,True,True
K10n42,2,17,True,True
K10n42,2,19,True,True
K11a1,2,11,True,True
K11a1,2,13,True,True
K11a1,2,15,True,True
K11a1,2,17,True,True
K11a1,2,19,True,True
K11a2,2,11,True,True
K11a2,2,13,True,True
K11a2,2,15,True,True
K11a2,2,17,True,True
K11a2,2,19,True,True
